canal	Amerício	Cobalto		Cesio		Sodio
1	9.000000e-07	7.490000e-04	1.580000e-04	5.240000e-05	
2	7.280000e-05	5.250000e-02	1.100000e-02	3.650000e-03	
3	1.450000e-05	7.670000e-03	1.740000e-03	6.130000e-04	
4	1.900000e-05	2.510000e-04	1.870000e-04	1.020000e-04	
5	5.580000e-05	2.670000e-04	1.960000e-04	1.070000e-04	
6	1.030000e-04	2.680000e-04	1.960000e-04	1.050000e-04	
7	1.190000e-04	2.710000e-04	1.960000e-04	1.060000e-04	
8	8.220000e-05	2.690000e-04	1.970000e-04	1.050000e-04	
9	3.640000e-05	2.700000e-04	1.980000e-04	1.040000e-04	
10	1.310000e-05	2.710000e-04	1.970000e-04	1.040000e-04	
11	1.550000e-05	2.670000e-04	1.960000e-04	1.040000e-04	
12	6.980000e-05	2.700000e-04	1.950000e-04	1.020000e-04	
13	2.870000e-04	2.670000e-04	1.930000e-04	1.040000e-04	
14	8.610000e-04	2.680000e-04	1.910000e-04	1.030000e-04	
15	1.890000e-03	2.690000e-04	1.950000e-04	1.010000e-04	
16	3.210000e-03	2.690000e-04	1.920000e-04	1.000000e-04	
17	4.220000e-03	2.670000e-04	1.930000e-04	9.840000e-05	
18	4.270000e-03	2.720000e-04	1.920000e-04	9.890000e-05	
19	3.250000e-03	2.760000e-04	1.950000e-04	1.000000e-04	
20	1.830000e-03	2.750000e-04	1.940000e-04	9.950000e-05	
21	7.480000e-04	2.730000e-04	1.910000e-04	9.930000e-05	
22	2.240000e-04	2.740000e-04	1.960000e-04	9.910000e-05	
23	7.090000e-05	2.730000e-04	1.930000e-04	1.010000e-04	
24	1.040000e-04	2.760000e-04	1.910000e-04	9.760000e-05	
25	3.420000e-04	2.730000e-04	1.930000e-04	9.720000e-05	
26	1.030000e-03	2.730000e-04	1.940000e-04	9.660000e-05	
27	2.630000e-03	2.750000e-04	1.900000e-04	9.540000e-05	
28	5.780000e-03	2.740000e-04	1.900000e-04	9.490000e-05	
29	1.080000e-02	2.760000e-04	1.880000e-04	9.520000e-05	
30	1.730000e-02	2.760000e-04	1.910000e-04	9.640000e-05	
31	2.370000e-02	2.740000e-04	1.900000e-04	9.570000e-05	
32	2.770000e-02	2.740000e-04	1.870000e-04	9.410000e-05	
33	2.770000e-02	2.750000e-04	1.880000e-04	9.540000e-05	
34	2.360000e-02	2.740000e-04	1.860000e-04	9.650000e-05	
35	1.720000e-02	2.700000e-04	1.860000e-04	9.350000e-05	
36	1.080000e-02	2.720000e-04	1.870000e-04	9.380000e-05	
37	5.730000e-03	2.740000e-04	1.820000e-04	9.370000e-05	
38	2.610000e-03	2.720000e-04	1.830000e-04	9.530000e-05	
39	1.010000e-03	2.690000e-04	1.810000e-04	9.330000e-05	
40	3.360000e-04	2.710000e-04	1.840000e-04	9.480000e-05	
41	9.590000e-05	2.710000e-04	1.850000e-04	9.520000e-05	
42	2.340000e-05	2.670000e-04	1.820000e-04	9.640000e-05	
43	4.660000e-06	2.700000e-04	1.790000e-04	9.470000e-05	
44	8.800000e-07	2.710000e-04	1.820000e-04	9.510000e-05	
45	1.200000e-07	2.710000e-04	1.780000e-04	9.570000e-05	
46	1.000000e-08	2.700000e-04	1.810000e-04	9.510000e-05	
47	0	2.660000e-04	1.800000e-04	9.600000e-05	
48	0	2.700000e-04	1.800000e-04	9.690000e-05	
49	0	2.670000e-04	1.810000e-04	9.610000e-05	
50	0	2.680000e-04	1.790000e-04	9.620000e-05	
51	0	2.640000e-04	1.790000e-04	9.760000e-05	
52	0	2.690000e-04	1.780000e-04	9.620000e-05	
53	0	2.680000e-04	1.790000e-04	9.860000e-05	
54	0	2.660000e-04	1.760000e-04	9.700000e-05	
55	0	2.690000e-04	1.790000e-04	9.910000e-05	
56	0	2.660000e-04	1.810000e-04	9.740000e-05	
57	0	2.680000e-04	1.810000e-04	9.920000e-05	
58	0	2.670000e-04	1.800000e-04	9.790000e-05	
59	0	2.700000e-04	1.800000e-04	9.880000e-05	
60	0	2.690000e-04	1.810000e-04	9.920000e-05	
61	0	2.660000e-04	1.800000e-04	1.020000e-04	
62	0	2.680000e-04	1.790000e-04	9.910000e-05	
63	0	2.680000e-04	1.830000e-04	9.980000e-05	
64	0	2.640000e-04	1.790000e-04	9.950000e-05	
65	0	2.680000e-04	1.800000e-04	9.990000e-05	
66	0	2.650000e-04	1.820000e-04	1.010000e-04	
67	0	2.640000e-04	1.840000e-04	1.010000e-04	
68	0	2.680000e-04	1.810000e-04	1.000000e-04	
69	0	2.640000e-04	1.840000e-04	1.020000e-04	
70	0	2.630000e-04	1.820000e-04	1.020000e-04	
71	0	2.690000e-04	1.820000e-04	1.020000e-04	
72	0	2.620000e-04	1.830000e-04	1.020000e-04	
73	0	2.630000e-04	1.850000e-04	1.030000e-04	
74	0	2.660000e-04	1.870000e-04	1.010000e-04	
75	0	2.660000e-04	1.870000e-04	1.030000e-04	
76	0	2.650000e-04	1.840000e-04	1.020000e-04	
77	0	2.660000e-04	1.870000e-04	1.030000e-04	
78	0	2.670000e-04	1.850000e-04	1.030000e-04	
79	0	2.660000e-04	1.830000e-04	1.040000e-04	
80	0	2.640000e-04	1.880000e-04	1.040000e-04	
81	0	2.620000e-04	1.870000e-04	1.040000e-04	
82	0	2.620000e-04	1.900000e-04	1.020000e-04	
83	0	2.640000e-04	1.880000e-04	1.020000e-04	
84	0	2.630000e-04	1.910000e-04	1.040000e-04	
85	0	2.660000e-04	1.900000e-04	1.030000e-04	
86	0	2.650000e-04	1.890000e-04	1.020000e-04	
87	0	2.600000e-04	1.900000e-04	1.030000e-04	
88	0	2.620000e-04	1.910000e-04	1.030000e-04	
89	0	2.620000e-04	1.920000e-04	1.040000e-04	
90	0	2.640000e-04	1.920000e-04	1.030000e-04	
91	0	2.610000e-04	1.920000e-04	1.030000e-04	
92	0	2.640000e-04	1.930000e-04	1.030000e-04	
93	0	2.630000e-04	1.930000e-04	1.030000e-04	
94	0	2.630000e-04	1.920000e-04	1.030000e-04	
95	0	2.620000e-04	1.950000e-04	1.010000e-04	
96	0	2.620000e-04	1.930000e-04	1.020000e-04	
97	0	2.630000e-04	1.950000e-04	1.020000e-04	
98	0	2.590000e-04	1.950000e-04	1.000000e-04	
99	0	2.590000e-04	1.970000e-04	1.020000e-04	
100	0	2.620000e-04	1.980000e-04	1.000000e-04	
101	0	2.610000e-04	1.950000e-04	1.010000e-04	
102	0	2.590000e-04	1.970000e-04	9.950000e-05	
103	0	2.620000e-04	1.980000e-04	9.930000e-05	
104	0	2.600000e-04	1.960000e-04	9.920000e-05	
105	0	2.610000e-04	1.980000e-04	1.010000e-04	
106	0	2.590000e-04	2.000000e-04	9.840000e-05	
