Canal	Agua		Sal		Oleo		Gas		Back		Total
262	6160000	6700000	8380000	13900000	3850000	38600000	
263	6160000	6700000	8370000	13900000	3850000	38600000	
264	6160000	6720000	8370000	13900000	3840000	38500000	
265	6150000	6750000	8360000	13900000	3830000	38500000	
266	6150000	6790000	8350000	13900000	3820000	38500000	
267	6150000	6830000	8350000	13900000	3800000	38500000	
268	6150000	6870000	8340000	13900000	3770000	38400000	
269	6140000	6910000	8330000	13800000	3740000	38400000	
270	6140000	6930000	8330000	13800000	3700000	38400000	
271	6140000	6950000	8320000	13800000	3650000	38300000	
272	6130000	6940000	8310000	13800000	3600000	38300000	
273	6130000	6930000	8310000	13800000	3540000	38200000	
274	6130000	6890000	8310000	13800000	3480000	38100000	
275	6130000	6850000	8300000	13800000	3430000	38000000	
276	6130000	6790000	8300000	13800000	3370000	38000000	
277	6130000	6730000	8300000	13800000	3320000	37900000	
278	6130000	6670000	8300000	13800000	3280000	37800000	
279	6120000	6610000	8290000	13800000	3240000	37700000	
280	6120000	6550000	8290000	13800000	3210000	37700000	
281	6120000	6510000	8290000	13800000	3180000	37600000	
282	6110000	6470000	8280000	13800000	3160000	37500000	
283	6110000	6450000	8280000	13800000	3140000	37500000	
284	6100000	6440000	8270000	13700000	3120000	37500000	
285	6100000	6450000	8260000	13700000	3100000	37400000	
286	6090000	6480000	8260000	13700000	3090000	37400000	
287	6080000	6530000	8250000	13700000	3070000	37400000	
288	6080000	6600000	8240000	13700000	3060000	37500000	
289	6070000	6690000	8230000	13700000	3040000	37500000	
290	6060000	6800000	8220000	13700000	3030000	37600000	
291	6060000	6920000	8220000	13600000	3010000	37700000	
292	6050000	7040000	8210000	13600000	2990000	37800000	
293	6050000	7170000	8200000	13600000	2970000	37900000	
294	6040000	7290000	8200000	13600000	2950000	38000000	
295	6040000	7400000	8200000	13600000	2930000	38100000	
296	6040000	7490000	8200000	13600000	2910000	38100000	
297	6050000	7560000	8200000	13600000	2890000	38200000	
298	6050000	7600000	8200000	13600000	2880000	38300000	
299	6060000	7630000	8210000	13600000	2860000	38400000	
300	6070000	7630000	8230000	13700000	2840000	38400000	
301	6100000	7610000	8260000	13700000	2830000	38500000	
302	6130000	7570000	8300000	13800000	2810000	38600000	
303	6170000	7520000	8360000	13900000	2800000	38800000	
304	6240000	7460000	8450000	14000000	2780000	39000000	
305	6330000	7390000	8570000	14300000	2760000	39400000	
306	6460000	7300000	8750000	14500000	2750000	39900000	
307	6630000	7220000	8970000	14900000	2730000	40600000	
308	6850000	7120000	9270000	15400000	2710000	41500000	
309	7130000	7010000	9650000	16000000	2690000	42700000	
310	7460000	6900000	10100000	16800000	2670000	44100000	
311	7860000	6780000	10600000	17700000	2650000	45900000	
312	8320000	6650000	11300000	18700000	2630000	47900000	
313	8810000	6520000	11900000	19800000	2620000	50100000	
314	9340000	6390000	12600000	21000000	2600000	52400000	
315	9860000	6250000	13300000	22200000	2580000	54800000	
316	10400000	6120000	14000000	23300000	2570000	57000000	
317	10800000	6000000	14600000	24300000	2560000	59000000	
318	11200000	5880000	15100000	25200000	2540000	60500000	
319	11400000	5770000	15500000	25700000	2530000	61700000	
320	11600000	5660000	15700000	26100000	2520000	62200000	
321	11600000	5570000	15700000	26100000	2500000	62100000	
322	11500000	5480000	15500000	25800000	2490000	61500000	
323	11300000	5410000	15200000	25300000	2470000	60300000	
